VD;STATUS;POLÍTICA COML.;CODIGO;PEOP;LOJAS;REGIAO GGL;REGIAO GR;REGIAO DIV;NOME GGL;NOME GR;NOME DIV;REGIAO IM;ENDEREÇO;BAIRRO;CIDADE;UF;CEP;Latitude;Longitude;ESCOAMENTO;NOME DA FACHADA;INAUG.;SAFRA;CLUSTER;"CLUSTER 
ABREV.";PARCELAMENTO;"CLUSTER DE 
PARCELAMENTO";TELEFONE1;TELEFONE2;CELULAR;E-MAIL;2ª a 6ª;SAB;DOM;FUNC.;TIPO LOJA;FACHADA;PSICOTRÓPICOS;FARMÁCIA POP.;"SERVIÇOS
 FARMACEUTICOS";VACINAS;IFOOD;RAPPI;CORNER SHOP;SUPER EXPRESSA;VAGAS/ESTACIONAMENTO;BICICLETARIO;PDVs ATIVOS;IMOBILIÁRIO;CD SUPRIDOR;INSCR. ESTADUAL;CNPJ;CENTRO DE CUSTOS;VD NOVO;DATA DA UNIFICAÇAO;CNPJ NOVO;DATA INATIVAÇAO;REALOCAÇÃO;DATA DA VIRADA;EAC;DENGUE/COVID;INJETAVEIS;REFORMA;Operadora;Circuito/Designação;ID VIVO
2267;ATIVA;645;2267;L2267;DSP JARDIM DABRIL;SP OSASCO;SP CENTRO+SUL;SUL;BRUNA PANHOTA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP OESTE;AV ENG QUEIROS TELES, 1013, TERREO1015;JARDIM D'ABRIL;SAO PAULO;SP;05399-030;-23.57208;-46.77915;NORMAL;DROGARIA SAO PAULO;3/31/2021;MADURA;CBR_M;CBR;Parcela minima de 40 e até 3X;PADRÃO;(11)3783-1807 ;3783-1740 ;(11)94344-9854;jardim.dabril@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;OPERACAO;INATIVO;ATIVO;INATIVO;INATIVO;ATIVO;-;-;3;TAKANO;910;119157003111;61.412.110/1098-31;2022670000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
940;ATIVA;911;940;VD940;DSP JOAO DE ANDRADE;SP OSASCO;SP CENTRO+SUL;SUL;BRUNA PANHOTA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP OSASCO;AV JOAO DE ANDRADE, 1461;SANTO ANTONIO;OSASCO;SP;06132-004;-23.558824;-46.801857;NORMAL;DROGARIA SAO PAULO;6/30/2016;MADURA;CBR_M;CBR;Parcela minima de 40 e até 3X;PADRÃO;(11)3591-6264;3591-4207;(11)94479-1890;joaodeandrade@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;INATIVO;INATIVO;ATIVO;INATIVO;INATIVO;ATIVO;5;-;3;ANTIGO;910;149640013110;61.412.110/0773-79;2009400000;-;-;-;;NÃO;-;INATIVO;OPERACAO;OPERACAO;-;;;
050;ATIVA;911;50;VD050;DSP OSASCO;SP OSASCO;SP CENTRO+SUL;SUL;BRUNA PANHOTA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP OSASCO;AV. JOAO BATISTA, 29/35/37;CENTRO;OSASCO;SP;06097-100;-23.527526;-46.776444;NORMAL;DROGARIA SAO PAULO;7/6/1987;MADURA;CBR_M;CBR;Parcela minima de 40 e até 3X;PADRÃO;(11)3682-1694;(11)3683-7671;(11)94372-1742;osasco@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;ATIVO;INATIVO;INATIVO;8;-;3;ANTIGO;910;142641859117;61.412.110/0054-67;2000500000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
685;ATIVA;543;685;VD685;DSP OSASCO BAIRRO;SP OSASCO;SP CENTRO+SUL;SUL;BRUNA PANHOTA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP OSASCO;AV ANTONIO CARLOS COSTA, 1353 1355;BELA VISTA;OSASCO;SP;06053-017;-23.554632;-46.786286;ESCOADORA;DROGARIA SAO PAULO;12/21/2014;MADURA;CBR_M;CBR;Parcela minima de 40 e até 3X;PADRÃO;(11)3370-4108;3370-4105;(11)94363-6102;osascobairro@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;NEW;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;ATIVO;INATIVO;ATIVO;6;-;3;ANTIGO;910;113399200115;61.412.110/0573-43;2006850000;-;-;-;;NÃO;-;INATIVO;OPERACAO;OPERACAO;-;;;
2258;ATIVA;645;2258;L2258;DSP OSASCO II;SP OSASCO;SP CENTRO+SUL;SUL;BRUNA PANHOTA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP OSASCO;AV. OLAVO BILAC, 258;QUINTANA;OSASCO;SP;06190-150;-23.52997;-46.79414;NORMAL;DROGARIA SAO PAULO;9/24/2021;MADURA;CBR_M;CBR;Parcela minima de 40 e até 3X;PADRÃO;(11)4554-9921;4554-9916 ;(11)99674-6898;osasco2@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;OPERACAO;INATIVO;ATIVO;INATIVO;INATIVO;INATIVO;-;-;3;TAKANO;910;115248477110;61.412.110/1096-70;2022580000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
334;ATIVA;908;334;VD334;DSP PRESIDENTE ALTINO;SP OSASCO;SP CENTRO+SUL;SUL;BRUNA PANHOTA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP OESTE;AV PRESIDENTE ALTINO, 766 E 770;JAGUARE;SAO PAULO;SP;05323-001;-23.548531;-46.74912;NORMAL;DROGARIA SAO PAULO;11/26/2010;MADURA;CBR_P;CBR;Parcela minima de 40 e até 3X;PADRÃO;(11)3714-2563;3719-3317;(11)94334-8751;paltino@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;INATIVO;INATIVO;ATIVO;2;-;3;ANTIGO;910;143442390114;61.412.110/0280-84;2003340000;-;-;-;;NÃO;-;INATIVO;OPERACAO;OPERACAO;-;;;
135;ATIVA;908;135;VD135;DSP PRIMITIVA VIANCO;SP OSASCO;SP CENTRO+SUL;SUL;BRUNA PANHOTA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP OSASCO;R. DONA PRIMITIVA VIANCO, 940 L 18 QD;CENTRO;OSASCO;SP;06016-008;-23.536861;-46.776063;NORMAL;DROGARIA SAO PAULO;12/30/1996;MADURA;CBR_M;CBR;Parcela minima de 40 e até 3X;PADRÃO;(11)3682-1668;(11)3681-3582;(11)91037-8607;pvianco@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;NEW;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;ATIVO;INATIVO;INATIVO;-;-;4;ANTIGO;910;146271675116;61.412.110/0139-90;2001350000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
854;ATIVA;911;854;VD854;DSP RIO PEQUENO;SP OSASCO;SP CENTRO+SUL;SUL;BRUNA PANHOTA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP OESTE;AV DO RIO PEQUENO, 610;RIO PEQUENO;SAO PAULO;SP;05379-000;-23.565284;-46.753871;NORMAL;DROGARIA SAO PAULO;10/5/2015;MADURA;CBR_M;CBR;Parcela minima de 40 e até 3X;PADRÃO;(11)2925-6432;2925-6439;(11)91037-5207;riopequeno@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;INATIVO;INATIVO;ATIVO;ATIVO;INATIVO;ATIVO;-;-;3;ANTIGO;910;147135640111;61.412.110/0734-62;2008540000;-;-;-;;NÃO;-;INATIVO;OPERACAO;OPERACAO;-;;;
481;ATIVA;606;481;VD481;DSP SHOPPING OSASCO PLAZA;SP OSASCO;SP CENTRO+SUL;SUL;BRUNA PANHOTA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP OSASCO;RUA TENENTE AVELAR PIRES DE AZEVEDO  N 81 LJS 208 E 20;CENTRO;OSASCO;SP;06016-060;-23.528428;-46.778694;NORMAL;DROGARIA SAO PAULO;9/1/2000;MADURA;CBR_P;CBR;Parcela minima de 40 e até 3X;PADRÃO;(11)3654-1357;3681-1930;(11)91037-4942;shopoplaza@dpsp.com.br;07 ÀS 23;10 ÀS 22;11 ÀS 21;DOMINGOS E FERIADOS;SHOP;NEW;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;INATIVO;-;-;3;ANTIGO;910;147822860112;61.412.110/0341-30;2004810000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
514;ATIVA;519;514;VD514;DSP SHOPPING UNIAO II;SP OSASCO;SP CENTRO+SUL;SUL;BRUNA PANHOTA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP OSASCO;AVENIDA DOS AUTONOMISTAS 1400  LOJA 111;VILA YARA;OSASCO;SP;06020-010;-23.540594;-46.765734;NORMAL;DROGARIA SAO PAULO;6/1/2009;MADURA;CBR_P;CBR;Parcela minima de 40 e até 3X;PADRÃO;(11)3685-3194;3683-2884;(11)99611-5404;shopuniao2@dpsp.com.br;09 ÀS 22:20;09 ÀS 22:20;10 ÀS 21:20;DOMINGOS E FERIADOS;SHOP;NEW;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;INATIVO;ATIVO;INATIVO;INATIVO;-;-;3;TAKANO;910;118576810110;61.412.110/0342-11;2005140000;-;-;-;;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
174;ATIVA;543;174;VD174;DSP VILA DOS REMEDIOS;SP OSASCO;SP CENTRO+SUL;SUL;BRUNA PANHOTA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP OSASCO;AV. DOS REMEDIOS, 649;VL. DOS REMEDIOS;OSASCO;SP;06298-004;-23.519474;-46.753218;ESCOADORA;DROGARIA SAO PAULO;5/21/2001;MADURA;CBR_M;CBR;Parcela minima de 40 e até 3X;PADRÃO;(11)3696-8422;3696-8630;(11)91037-3494;vremedios@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;NEW;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;ATIVO;INATIVO;ATIVO;3;-;4;ANTIGO;910;119399994113;61.412.110/0181-00;2001740000;-;-;-;;NÃO;-;INATIVO;OPERACAO;OPERACAO;-;;;
2096;ATIVA;908;2096;L2096;DSP VILA OSASCO;SP OSASCO;SP CENTRO+SUL;SUL;BRUNA PANHOTA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP OSASCO;AV SANTO ANTONIO, 1190;VILA OSASCO;OSASCO;SP;06083-200;-23.538932;-46.781298;NORMAL;DROGARIA SAO PAULO;12/17/2018;MADURA;AR_G;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3370-4427;3480-0249;(11)91034-4756;v.osasco@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;POSTO;NEW;COMERCIALIZA;-;OPERACAO;OPERACAO;ATIVO;INATIVO;INATIVO;ATIVO;-;-;3;TAKANO;910;118742710114;61.412.110/0968-37;2020960000;-;-;-;;NÃO;-;INATIVO;OPERACAO;OPERACAO;-;;;
626;ATIVA;519;626;VD626;DSP VILA SAO FRANCISCO;SP OSASCO;SP CENTRO+SUL;SUL;BRUNA PANHOTA;OLIVEIRA JUNIOR;BRUNA COSTA ;SP OESTE;AV DOUTOR CANDIDO MOTTA FILHO, 670 680;CIDADE SAO FRANCISCO;SAO PAULO;SP;05351-000;-23.557478;-46.756331;ESCOADORA;DROGARIA SAO PAULO;3/26/2014;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3714-4593;3714-0417;(11)91037-4225;vsfrancisco@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;NEW;COMERCIALIZA;COMERCIALIZA;OPERACAO;INATIVO;ATIVO;ATIVO;ATIVO;ATIVO;-;-;3;ANTIGO;910;147833204110;61.412.110/0522-01;2006260000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
218;ATIVA;525;218;VD218;DSP ABILIO SOARES;SP PAULISTA;SP CENTRO+SUL;SUL;FABIO FREITAS;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP CENTRO-SUL;RUA ABILIO SOARES, 782;PARAISO;SAO PAULO;SP;04005-003;-23.575427;-46.648787;NORMAL;DROGARIA SAO PAULO;12/5/2007;MADURA;AR_G;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3051-5653;3051-5670;(11)94158-8555;asoares@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;NEW;COMERCIALIZA;COMERCIALIZA;OPERACAO;OPERACAO;ATIVO;ATIVO;ATIVO;ATIVO;10;-;4;TAKANO;910;112909640110;61.412.110/0223-96;2002180000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
2025;ATIVA;636;2025;L2025;DSP ALAMEDA SANTOS;SP PAULISTA;SP CENTRO+SUL;SUL;FABIO FREITAS;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP CENTRO-SUL;Alameda Santos, 1102 1112;CERQUEIRA CESAR;SAO PAULO;SP;01418-100;-23.565497;-46.653301;NORMAL;DROGARIA SAO PAULO;6/8/2018;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3262-2317;3171-1499;(11)95780-2942;alameda.santos@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;OPERACAO;INATIVO;ATIVO;ATIVO;ATIVO;ATIVO;-;-;3;TAKANO;910;123189350111;61.412.110/0929-20;2020250000;-;-;-;;NÃO;-;OPERACAO;INATIVO;OPERACAO;-;;;
021;ATIVA;636;21;VD021;DSP AUGUSTA;SP PAULISTA;SP CENTRO+SUL;SUL;FABIO FREITAS;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP CENTRO-SUL;R. AUGUSTA, 2699;CERQUEIRA  CESAR;SAO PAULO;SP;01413-100;-23.564255;-46.666798;NORMAL;DROGARIA SAO PAULO;3/30/1981;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3083-0319;(11)3085-7263;(11)91039-4277;augusta@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;ATIVO;ATIVO;ATIVO;9;-;3;ANTIGO;910;120148653116;61.412.110/0025-22;2000210000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
068;ATIVA;639;68;VD068;DSP BRIGADEIRO;SP PAULISTA;SP CENTRO+SUL;SUL;FABIO FREITAS;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP CENTRO-SUL;AV. BRIG. LUIZ ANTONIO, 2215;BELA VISTA;SAO PAULO;SP;01317-002;-23.567075;-46.648794;NORMAL;DROGARIA SAO PAULO;7/24/1990;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3287-0568;(11)3285-0741;(11)93297-9432;brigadeiro@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;NEW;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;ATIVO;ATIVO;INATIVO;3;-;4;ANTIGO;910;114515045112;61.412.110/0067-81;2000680000;-;-;-;;NÃO;-;INATIVO;OPERACAO;OPERACAO;-;;;
2027;ATIVA;636;2027;L2027;DSP CONSOLACAO;SP PAULISTA;SP CENTRO+SUL;SUL;FABIO FREITAS;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP CENTRO-SUL;RUA DA CONSOLACAO, 2294 2298 2302 2316 LOJA 2;CONSOLAÇÃO;SAO PAULO;SP;01302-001;-23.552146;-46.661057;NORMAL;DROGARIA SAO PAULO;3/29/2018;MADURA;AR_PP;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)2528-0020;2528-3475;(11)95588-7303;consolacao@dpsp.com.br;07 ÀS 23;07 ÀS 23;NÃO ABRE;CONVENCIONAL;RUA;NEW;COMERCIALIZA;-;INATIVO;INATIVO;ATIVO;INATIVO;ATIVO;INATIVO;-;-;3;ANTIGO;910;141373034117;61.412.110/0932-26;2020270000;-;-;-;;NÃO;-;INATIVO;INATIVO;INATIVO;-;;;
493;ATIVA;636;493;VD493;DSP ESTADOS UNIDOS;SP PAULISTA;SP CENTRO+SUL;SUL;FABIO FREITAS;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP CENTRO-SUL;RUA ESTADOS UNIDOS N 624;JD PAULISTA;SAO PAULO;SP;01427-000;-23.572741;-46.662455;NORMAL;DROGARIA SAO PAULO;1/1/2006;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3887-0540;3051-7825;(11)94221-5343;estadosunidos@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;ATIVO;ATIVO;ATIVO;6;-;3;ANTIGO;910;146289760117;61.412.110/0357-06;2004930000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
660;ATIVA;636;660;VD660;DSP JARDIM PAULISTA;SP PAULISTA;SP CENTRO+SUL;SUL;FABIO FREITAS;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP CENTRO-SUL;AV BRIGADEIRO LUIS ANTONIO, 3355;JARDIM PAULISTA;SAO PAULO;SP;01401-001;-23.574478;-46.656226;NORMAL;DROGARIA SAO PAULO;2/17/2014;MADURA;AR_P;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3051-3203;3051-6745;(11)94221-0494;jpaulista@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;INATIVO;ATIVO;INATIVO;6;-;3;ANTIGO;910;118242600113;61.412.110/0555-61;2006600000;-;-;-;;NÃO;-;INATIVO;OPERACAO;OPERACAO;-;;;
263;ATIVA;636;263;VD263;DSP JARDIM PAULISTA II;SP PAULISTA;SP CENTRO+SUL;SUL;FABIO FREITAS;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP CENTRO-SUL;ALAMEDA LORENA, 807;JARDIM PAULISTA;SAO PAULO;SP;01424-005;-23.56838;-46.660917;NORMAL;DROGARIA SAO PAULO;5/17/2017;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3062-4867;3062-4814;(11)93448-5263;jpaulista2@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;INATIVO;INATIVO;ATIVO;ATIVO;ATIVO;ATIVO;4;-;3;ANTIGO;910;492837564111;61.412.110/0869-55;2002630000;-;-;-;;NÃO;-;INATIVO;OPERACAO;OPERACAO;-;;;
084;ATIVA;636;84;VD084;DSP PAMPLONA;SP PAULISTA;SP CENTRO+SUL;SUL;FABIO FREITAS;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP CENTRO-SUL;R. PAMPLONA, 1130;CERQUEIRA CESAR;SAO PAULO;SP;01405-001;-23.567391;-46.657027;NORMAL;DROGARIA SAO PAULO;7/28/1992;MADURA;AR_P;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3289-9494;(11)3287-1015;(11)93386-6541;pamplona@dpsp.com.br;07 ÀS 23;07 ÀS 23;07 ÀS 23;DOMINGOS E FERIADOS;POSTO;NEW;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;INATIVO;ATIVO;ATIVO;-;-;3;ANTIGO;910;148107881114;61.412.110/0089-97;2000840000;-;-;-;;NÃO;-;INATIVO;OPERACAO;OPERACAO;-;;;
271;ATIVA;636;271;VD271;DSP PAMPLONA II;SP PAULISTA;SP CENTRO+SUL;SUL;FABIO FREITAS;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP CENTRO-SUL;RUA PAMPLONA  - 1613;JD PAULISTA;SAO PAULO;SP;01405-002;-23.570463;-46.660242;NORMAL;DROGARIA SAO PAULO;8/1/2001;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3885-5891;3052-4247;(11)94365-3282;pamplona2@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;NEW;COMERCIALIZA;COMERCIALIZA;OPERACAO;OPERACAO;ATIVO;ATIVO;ATIVO;ATIVO;-;-;4;ANTIGO;910;492172109110;61.412.110/0407-00;2002710000;-;-;-;;NÃO;-;OPERACAO;INATIVO;OPERACAO;-;;;
027;ATIVA;636;27;VD027;DSP PAULISTA;SP PAULISTA;SP CENTRO+SUL;SUL;FABIO FREITAS;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP CENTRO-SUL;AV. PAULISTA, 2073 LOJA 107;CERQUEIRA CESAR;SAO PAULO;SP;01311-300;-23.558996;-46.659788;NORMAL;DROGARIA SAO PAULO;1/3/1983;MADURA;AR_G;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3251-0206;(11)3284-1168;(11)91027-3881;paulista@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;NEW;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;ATIVO;ATIVO;ATIVO;10;-;8;ANTIGO;910;492704537110;61.412.110/0031-70;2000270000;-;-;-;;NÃO;-;INATIVO;INATIVO;INATIVO;6/30/2024;;;
719;ATIVA;636;719;VD719;DSP PAULISTA II;SP PAULISTA;SP CENTRO+SUL;SUL;FABIO FREITAS;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP CENTRO-SUL;Avenida Paulista, 266;BELA VISTA;SAO PAULO;SP;01310-000;-23.569039;-46.646413;NORMAL;DROGARIA SAO PAULO;12/9/2017;MADURA;AR_PP;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3251-1870;3262-0315;(11)94217-1071;paulista2@dpsp.com.br;06 ÀS 23;06 ÀS 23;06 ÀS 23;DOMINGOS E FERIADOS;RUA;NEW;COMERCIALIZA;-;OPERACAO;OPERACAO;INATIVO;INATIVO;ATIVO;ATIVO;13;-;3;ANTIGO;910;120295805117;61.412.110/0895-47;2007190000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
2089;ATIVA;636;2089;L2089;DSP PAULISTA III;SP PAULISTA;SP CENTRO+SUL;SUL;FABIO FREITAS;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP CENTRO-SUL;AVENIDA PAULISTA, 2300 LOJA 03;BELA VISTA;SAO PAULO;SP;01310-300;-23.556714;-46.66144;NORMAL;DROGARIA SAO PAULO;12/7/2018;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3231-5126;3120-6144;(11)95677-2736;paulista3@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;NEW;COMERCIALIZA;-;OPERACAO;OPERACAO;INATIVO;ATIVO;ATIVO;ATIVO;4;-;4;TAKANO;910;148965433113;61.412.110/0977-28;2020890000;-;-;-;;NÃO;-;INATIVO;OPERACAO;OPERACAO;-;;;
2133;ATIVA;636;2133;L2133;DSP PAULISTA IV;SP PAULISTA;SP CENTRO+SUL;SUL;FABIO FREITAS;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP CENTRO-SUL;AV PAULISTA, 2371/LOJA 1 E 2;BELA VISTA;SAO PAULO;SP;01310-300;-23.560946;-46.659319;NORMAL;DROGARIA SAO PAULO;6/17/2019;MADURA;AR_G;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3062-2636 ;3062-3560;(11)96913-0508;paulista4@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;NEW;COMERCIALIZA;-;OPERACAO;OPERACAO;INATIVO;ATIVO;ATIVO;ATIVO;2;-;5;TAKANO;910;492328730112;61.412.110/1018-57;2021330000;-;-;-;;NÃO;-;OPERACAO;INATIVO;OPERACAO;-;;;
433;ATIVA;636;433;VD433;DSP PAULISTA MASP;SP PAULISTA;SP CENTRO+SUL;SUL;FABIO FREITAS;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP CENTRO-SUL;AVENIDA PAULISTA, 1754 LJ B EDIFICIL GRANDE AVENIDA;BELA VISTA;SAO PAULO;SP;01310-200;-23.560632;-46.657273;NORMAL;DROGARIA SAO PAULO;6/29/2017;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO;(11)3262-5343;3142-9289;(11)94443-5414;paulistamasp@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;NEW;COMERCIALIZA;-;INATIVO;INATIVO;ATIVO;ATIVO;ATIVO;ATIVO;5;-;4;ANTIGO;910;144853152118;61.412.110/0846-69;2004330000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
2268;ATIVA;636;2268;L2268;DSP PAULISTA V;SP PAULISTA;SP CENTRO+SUL;SUL;FABIO FREITAS;OLIVEIRA JUNIOR;BRUNA COSTA ;SP SUL;AV PAULISTA, 509, LOJA 07 08 09 10 E 33;BELA VISTA;SAO PAULO;SP;01311-910;-23.56824;-46.64861;NORMAL;DROGARIA SAO PAULO;4/16/2021;MADURA;AR_M;AR;Parcela minima de 60 e até 3X;PADRÃO; (11)3253-9374;-;(11)99017-6718;paulista5@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;NEW;COMERCIALIZA;-;OPERACAO;INATIVO;INATIVO;ATIVO;INATIVO;INATIVO;-;-;4;TAKANO;910;492389311115;61.412.110/1094-08;2022680000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
067;ATIVA;582;67;VD067;DSP PRACA 14 BIS;SP PAULISTA;SP CENTRO+SUL;SUL;FABIO FREITAS;OLIVEIRA JUNIOR;BRUNA COSTA ;SP GDE. SP CENTRO-SUL;PC. QUATORZE BIS, 70;BELA VISTA;SAO PAULO;SP;01312-010;-23.555344;-46.650184;NORMAL;DROGARIA SAO PAULO;3/9/1990;MADURA;CBR_P;CBR;Parcela minima de 40 e até 3X;PADRÃO;(11)3255-3553;(11)3256-2314;(11)97146-2606;p14bis@dpsp.com.br;24 HORAS;24 HORAS;24 HORAS;24 HORAS;RUA;NEW;COMERCIALIZA;COMERCIALIZA;INATIVO;INATIVO;ATIVO;ATIVO;INATIVO;ATIVO;-;-;3;TAKANO;910;492389320116;61.412.110/0072-49;2000670000;-;-;-;;NÃO;-;INATIVO;INATIVO;OPERACAO;-;;;
